estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds
twopl_irt_online_baseline,1000,0.8007543575905136,0.8392288806038011,0.4168768307373776,0.1188887059688568,0.8966877806169006,1.417411457
grouped_residual_irt_anchor_cosine_g8_t010_rp100,1000,0.7858228183797216,0.8395698826952805,0.4097479860456616,0.1188654753196924,0.8981517518992527,1.4300295700625156
grouped_residual_irt_pca_quantile_g16_t025_rp100,1000,0.7847357338463941,0.8401325361462217,0.4087450890404346,0.1185898829476258,0.8983679789127681,1.4479535784375344
grouped_residual_irt_kmeans_cosine_g8_t010_rp100,1000,0.7845421498606556,0.8398540511048468,0.4084656426460359,0.1183993652927571,0.898806609705624,1.4011182260000083
grouped_residual_irt_pca_quantile_g8_t025_rp100,1000,0.7843671333031301,0.8404735382377012,0.4085799029517006,0.1185607302097622,0.8986417374986693,1.4159783001874755
grouped_residual_irt_kmeans_euclidean_g16_t010_rp100,1000,0.7843178125653925,0.84038260434664,0.4076105637660305,0.1180554629991209,0.89945289629801,1.4823377935624933
grouped_residual_irt_kmeans_euclidean_g8_t010_rp100,1000,0.7841490073381686,0.839422115122306,0.4084528537778847,0.1183987076642195,0.8987181174056416,1.461840076187542
grouped_residual_irt_kmeans_cosine_g16_t010_rp100,1000,0.7839893864397779,0.840206419932709,0.4079476107074526,0.1181783256413365,0.899310134321869,1.411281146937469
grouped_residual_irt_anchor_cosine_g16_t010_rp100,1000,0.7838020085880357,0.8405076384468492,0.4089770090158954,0.1185753567927049,0.8989091867547352,1.4571769409999715
grouped_residual_irt_pca_quantile_g16_t010_rp100,1000,0.7837284540120176,0.8398540511048468,0.4088214233542638,0.1186271778839504,0.8982119015210247,1.426429171187479
grouped_residual_irt_kmeans_cosine_g16_t025_rp100,1000,0.7837190805680206,0.8395130490133673,0.408703992838635,0.1184630188810188,0.8991051914975121,1.4302307189374943
grouped_residual_irt_kmeans_euclidean_g16_t025_rp100,1000,0.783702980209162,0.8397403837410203,0.4084318311629682,0.1183547077192829,0.8991566413255817,1.4549192752500062
grouped_residual_irt_anchor_cosine_g8_t025_rp100,1000,0.7835543616314278,0.8395982995362371,0.4100924812401102,0.1189894985817294,0.898257260188733,1.45527019418752
grouped_residual_irt_kmeans_euclidean_g8_t025_rp100,1000,0.783408197040253,0.839405065017732,0.4093841790857966,0.1187299441644078,0.8988091808947646,1.457472572250026
rasch_irt_online_baseline,1000,0.7833732368162386,0.8399506683640993,0.4109121175033929,0.1193108363077044,0.8966877806169006,1.40862480925
